,5759			 ,6017			  ,5608			   ,6431		    ,6228		     ,6524		      ,5977		       ,5959			,5980			 ,5753
,13634			 ,13899			  ,13181		   ,13672		    ,14313		     ,14473		      ,14929		       ,13716			,13521			 ,13184
,20927			 ,19352			  ,21358		   ,20822		    ,19428		     ,21610		      ,19640		       ,21237			,19687			 ,20384
,25668			 ,25458			  ,26337		   ,25944		    ,26373		     ,26496		      ,26609		       ,26822			,26292			 ,26421
,32708			 ,31665			  ,30128		   ,31279		    ,31364		     ,30101		      ,31254		       ,32515			,31740			 ,30226
,36883			 ,37007			  ,36760		   ,36149		    ,35449		     ,36658		      ,37101		       ,36760			,36105			 ,38487
,42470			 ,40988			  ,42542		   ,41371		    ,41860		     ,41537		      ,42792		       ,41872			,40590			 ,41490
,47456			 ,46364			  ,44862		   ,47731		    ,47647		     ,46047		      ,45746		       ,47271			,46784			 ,46720
,49613			 ,52527			  ,51789		   ,51139		    ,50610		     ,51353		      ,50540		       ,51215			,50825			 ,51474
,56084			 ,55970			  ,55555		   ,55792		    ,57135		     ,55585		      ,55547		       ,56526			,56127			 ,56837
,62484			 ,62529			  ,60451		   ,60725		    ,61123		     ,60992		      ,60929		       ,61105			,60794			 ,61978
