,110453			 ,101995		  ,116915		   ,96321		    ,101986		     ,103457		      ,110998		       ,112858			,97417			 ,105230
,141116			 ,97332			  ,100124		   ,117008		    ,130007		     ,114504		      ,100126		       ,101664			,138765			 ,112119
,151570			 ,128312		  ,104979		   ,102615		    ,99625		     ,107505		      ,123010		       ,122152			,101570			 ,114739
,128243			 ,126541		  ,108521		   ,130975		    ,154055		     ,180314		      ,116930		       ,167007			,130207			 ,108503
,112713			 ,98880			  ,114973		   ,179118		    ,139365		     ,117910		      ,127088		       ,113111			,139693			 ,147394
,154578			 ,106582		  ,159354		   ,111954		    ,129284		     ,141554		      ,148091		       ,108727			,126221			 ,153470
,139132			 ,174061		  ,121088		   ,132184		    ,130785		     ,139380		      ,138400		       ,115573			,126282			 ,113795
,137913			 ,130064		  ,170772		   ,126430		    ,129217		     ,107673		      ,146952		       ,155580			,120767			 ,138180
,134817			 ,149618		  ,131116		   ,131251		    ,142050		     ,132905		      ,142003		       ,151714			,125929			 ,142469
,149005			 ,167372		  ,127984		   ,136127		    ,158808		     ,113415		      ,158362		       ,156950			,133139			 ,132774
,125891			 ,134118		  ,112984		   ,129310		    ,149723		     ,146254		      ,140697		       ,161875			,140985			 ,118963
